None	-5.0	0.4568884651061838
None	-4.5	0.44903210713541575
None	-4.0	0.4545641982143787
None	-3.5	0.5063585389773337
None	-3.0	0.508861262918358
None	-2.5	0.470605561269798
None	-2.0	0.4768060110188185
None	-1.5	0.48114176156802413
None	-1.0	0.489023572668237
None	-0.5	0.49962171301051767
None	0.0	0.5124115115527217
None	0.5	0.5237230176024414
None	1.0	0.5314515749951665
None	1.5	0.5368484993516262
None	2.0	0.5443190515012407
None	2.5	0.5185854240741022
None	3.0	0.5143645573084629
None	3.5	0.508713875065329
None	4.0	0.5062165726670255
None	4.5	0.500993178405437
None	5.0	0.49533087591770175
