None	-5.0	0.4878715761104768
None	-4.5	0.5319684144604878
None	-4.0	0.5523852986995241
None	-3.5	0.5203241771743206
None	-3.0	0.4272584949201977
None	-2.5	0.35870355182167457
None	-2.0	0.366657218271804
None	-1.5	0.35235823610068473
None	-1.0	0.36556100654469964
None	-0.5	0.3869007480726209
None	0.0	0.4089263191891706
None	0.5	0.43072830272012186
None	1.0	0.4557216070508952
None	1.5	0.49434762707309476
None	2.0	0.506302586610806
None	2.5	0.527466525049695
None	3.0	0.5442038184484033
None	3.5	0.538714836638418
None	4.0	0.5388188818341832
None	4.5	0.5391050728618195
None	5.0	0.5393919853875555
