None	-5.0	0.5398666970361423
None	-4.5	0.5424837515655994
None	-4.0	0.544316468648353
None	-3.5	0.5453713780704619
None	-3.0	0.5455729239226361
None	-2.5	0.544937081668877
None	-2.0	0.5429863871689676
None	-1.5	0.5370190571505957
None	-1.0	0.5254788644068512
None	-0.5	0.5110188496396524
None	0.0	0.4971086122842094
None	0.5	0.48632776214783524
None	1.0	0.47940385608600894
None	1.5	0.4756181786867837
None	2.0	0.4740544097890864
None	2.5	0.4737015569157051
None	3.0	0.4718085976169906
None	3.5	0.46363082541946193
None	4.0	0.4507528358159684
None	4.5	0.443242262585417
None	5.0	0.4416784469574223
