None	-5.0	0.45752176792079696
None	-4.5	0.46272467834268327
None	-4.0	0.4704120234358806
None	-3.5	0.47609275191701883
None	-3.0	0.47799843595472324
None	-2.5	0.4772208503680174
None	-2.0	0.4756301971468598
None	-1.5	0.47502144358553705
None	-1.0	0.4846701057689401
None	-0.5	0.5131600795325045
None	0.0	0.5473974463853921
None	0.5	0.5644529992864252
None	1.0	0.5612922658775171
None	1.5	0.5482206567383249
None	2.0	0.5350866512215604
None	2.5	0.5211957063485753
None	3.0	0.501552233283893
None	3.5	0.45195381346919206
None	4.0	0.4641451420405751
None	4.5	0.4419825782016245
None	5.0	0.4721803501148297
